"Codice fiscale
Steuernummer";"Repertorio
Repertoire";"Denominazione 
Bezeichnung";"Sezione (**)
Sektion";"Cognome Legale rapp.
Nachname Ges. Vertreter";"Nome Legale rapp.
Vorname Ges. Vertreter";"Rete 
Netzwerk";"Comune Sede legale
Gemeinsame Rechtssitz";"Provincia Sede legale
Provinz Rechtssitz";" 5x
1000";"Data Iscrizione
Anmeldedatum"
95092820240;64585;A.L.I.R. ASSOCIAZIONE PER LA LOTTA CONTRO L'INSUFFICIENZA RESPIRATORIA ODV;ORGANIZZAZIONI DI VOLONTARIATO;FARRONATO;GIACINTA;No;VICENZA;VI;Si;04/11/2022
91023430241;55632;A.L.I.R. ASSOCIAZIONE PER LA LOTTA CONTRO L'INSUFFICIENZA RESPIRATORIA ODV - DELEG.DI BASSANO GR.;ORGANIZZAZIONI DI VOLONTARIATO;SQUASI;VALERIANO;No;BASSANO DEL GRAPPA;VI;Si;13/10/2022
94019190217;76152;A.L.I.R. Bolzano - Associazione per la lotta contro l'insufficienza respiratoria APS - V.B.A.I. Bozen - Verband zur Bekaempfung der Ateminsuffizienz VFG;ASSOCIAZIONI DI PROMOZIONE SOCIALE;APUZZO;ALBERTO;No;BOLZANO;BZ;Si;07/11/2022
04034970287;55521;A.L.I.R. - DELEGAZIONE ALTA PADOVANA O.D.V.;ORGANIZZAZIONI DI VOLONTARIATO;GASPAROTTO;ANNA;No;CITTADELLA;PD;Si;13/10/2022
94015010260;116812;ALIR FABIO FABRIS ODV;ORGANIZZAZIONI DI VOLONTARIATO;CAVANNA;MARINA;No;TREVISO;TV;Si;08/06/2023
94035240137;46606;ALIR SEZIONE LARIO BRIANTEA ASSOCIAZIONE DI PROMOZIONE SOCIALE;ASSOCIAZIONI DI PROMOZIONE SOCIALE;CASTELNOVO;CARLO;No;CASATENOVO;LC;Si;01/09/2022
94088410017;95852;ALIS - ACQUA, LUCE, ISTRUZIONE, SALUTE;ORGANIZZAZIONI DI VOLONTARIATO;FRUTTERO;AGNESE;No;CARMAGNOLA;TO;Si;01/06/2023
98128020785;60982;ALISEA ODV;ORGANIZZAZIONI DI VOLONTARIATO;SELVAGGI;ROBERTA;No;COSENZA;CS;No;25/10/2022
05167040871;20123;ALISEA - SOCIETA' COOPERATIVA SOCIALE;IMPRESE SOCIALI;INTERDONATO;FRANCESCO;No;CALTAGIRONE;CT;No;21/03/2022
01591670052;7073;ALISEA SOCIETA' COOPERATIVA SOCIALE;IMPRESE SOCIALI;BENSI;STEFANIA;No;PORTACOMARO;AT;No;21/03/2022
94631000158;33846;ALISEI - APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;GAROFALO;GIORGIO;No;MONZA;MB;No;10/05/2022
01485700684;93465;ALISEI COOPERATIVA SOCIALE A RL IN LIQUIDAZIONE;IMPRESE SOCIALI;RICCI;DAMIANO;No;PENNE;PE;No;04/01/2023
03027420128;14446;ALISEI - SOCIETA' COOPERATIVA SOCIALE;IMPRESE SOCIALI;PEDRON;DANIELA;No;VARESE;VA;Si;21/03/2022
01251420558;5540;ALISEI SOCIETA' COOPERATIVA SOCIALE IN LIQUIDAZIONE;IMPRESE SOCIALI;BARBARELLA;CARLA;No;TODI;PG;No;21/03/2022
97523440010;164325;ALISEO ETS;ALTRI ENTI DEL TERZO SETTORE;BONANATE;MARIA PIERINA;No;TORINO;TO;Si;29/01/2026
93054930164;33162;ALISMA - ODV ;ORGANIZZAZIONI DI VOLONTARIATO;VENA;MAEL VITTORIO;No;FARA GERA D'ADDA;BG;No;27/05/2022
03966290268;17921;ALI SOCIETA' COOPERATIVA SOCIALE;IMPRESE SOCIALI;BARATTO;MIRCO;No;VALDOBBIADENE;TV;Si;21/03/2022
92264600286;55568;ALISOLIDALI ODV;ORGANIZZAZIONI DI VOLONTARIATO;MERLIN;SIMONETTA;No;PADOVA;PD;Si;13/10/2022
91022750045;37177;ALI SPIEGATE ODV;ORGANIZZAZIONI DI VOLONTARIATO;GARRONE;GILBERTO MARIA;No;BRA;CN;Si;27/06/2022
03239820123;15237;ALISTE COOPERATIVA SOCIALE - ONLUS;IMPRESE SOCIALI;MANDOI;TOMMASO;No;GALLIATE LOMBARDO;VA;No;21/03/2022
03827480124;17573;ALISTE E' SOCIETA' COOPERATIVA SOCIALE;IMPRESE SOCIALI;BELLI;ANDREA;No;VARESE;VA;Si;21/03/2022
98203400175;68013;ALI STROPICCIATE O.D.V.;ORGANIZZAZIONI DI VOLONTARIATO;TURATI;OSCAR;No;REZZATO;BS;Si;07/11/2022
92057060532;66070;ALI SUL MARE ODV;ORGANIZZAZIONI DI VOLONTARIATO;CORADESCHI;VEZIO;No;CASTIGLIONE DELLA PESCAIA;GR;Si;07/11/2022
94159860264;135525;ALITER APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;ZAVATTIN;ANTONIO;No;ZERO BRANCO;TV;Si;02/08/2024
97302460825;106632;ALITER ETS;ALTRI ENTI DEL TERZO SETTORE;SPATARO;FRANCESCO;No;PALERMO;PA;Si;20/04/2023
80010990424;45476;ALI'TO ORGANIZZAZIONE DI VOLONTARIATO PER LA TUTELA DELLA SALUTE DEI BAMBINI HANSENIANI - TBC- AIDS DEL TERZO MONDO IN BREVE  ALI'TO -ODV;ORGANIZZAZIONI DI VOLONTARIATO;D'AMATO;ANTONIO ROCCO;No;ANCONA;AN;Si;24/08/2022
96551190588;90129;A LITTLE HELP ODV;ORGANIZZAZIONI DI VOLONTARIATO;TUCCI;RODOLFO;No;ANZIO;RM;No;09/03/2023
90044060714;45894;ALIUD APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;TOTARO;GIANDONATO;No;CERIGNOLA;FG;Si;01/12/2022
91062270110;43492;ALIVARA U.L.M. ODV;ORGANIZZAZIONI DI VOLONTARIATO;GROSSI;CLAUDIO;No;BORGHETTO DI VARA;SP;Si;06/02/2025
97232320826;107252;ALIVE APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;MARFIA;ALESSANDRO;No;PALERMO;PA;Si;07/04/2023
91346400376;101376;ALIVELAB APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;GUESCINI;SILVIA;No;BOLOGNA;BO;No;09/03/2023
02650860600;12541;ALI VERDI COOPERATIVA SOCIALE AGRICOLA;IMPRESE SOCIALI;BRIGO;PAOLO;No;FROSINONE;FR;No;21/03/2022
03946800046;17858;ALIVIA SOCIETA' COOPERATIVA SOCIALE;IMPRESE SOCIALI;CAVALLO;PIERMARIO;No;CUNEO;CN;No;21/03/2022
06029100879;121487;A.L.I. VOLONTARI IN EMERGENZA ODV;ORGANIZZAZIONI DI VOLONTARIATO;ALI';CARMELA;No;CATANIA;CT;Si;30/04/2024
93288540722;38271;ALIVOL PUBBLICA ASSISTENZA ODV;ORGANIZZAZIONI DI VOLONTARIATO;PASCAZIO;ANTONIA;No;BARI;BA;Si;11/07/2022
09490081008;48891;ALIZETA PROGETTI SOLIDALI ETS;ALTRI ENTI DEL TERZO SETTORE;D'AMICO;MARINELLA;No;ROMA;RM;Si;10/10/2022
93103880386;96453;AL KALIMA APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;SALMI;ARIANNA;No;FERRARA;FE;No;29/03/2023
03481260879;16193;ALKANTARA 2001 - SOCIETA' COOPERATIVA SOCIALE;IMPRESE SOCIALI;SPINELLA;ANDREA;No;CALATABIANO;CT;No;21/03/2022
04284690874;18639;ALKANTARA SOCIETA' COOPERATIVA SOCIALE ONLUS;IMPRESE SOCIALI;PLATANIA;DOMIZIA;No;CATANIA;CT;No;21/03/2022
94008730460;71922;ALKEDO APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;BELLI;LORENZO;No;STAZZEMA;LU;Si;07/11/2022
93299240239;93901;ALKE ETS;ALTRI ENTI DEL TERZO SETTORE;MIRANDOLA;LUIGI;No;NEGRAR DI VALPOLICELLA;VR;Si;06/06/2023
92072880468;122749;ALKEMIA APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;MARTELLO;LUCA;No;BORGO A MOZZANO;LU;Si;23/10/2023
94125270366;42070;ALKEMIA LABORATORI MULTIMEDIALI - APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;NOVARA;FLAVIO COSTANTINO MARIO;No;MODENA;MO;Si;01/08/2022
02462790201;11243;ALKEMICA SOCIETA' COOPERATIVA SOCIALE O.N.L.U.S.;IMPRESE SOCIALI;PAVESI;PAOLA;No;MANTOVA;MN;No;21/03/2022
02639370846;12455;AL KHARUB - SOCIETA' COOPERATIVA SOCIALE-;IMPRESE SOCIALI;ROCCARO;CARMELO;No;AGRIGENTO;AG;No;21/03/2022
90070250098;113418;ALKIMIE APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;GRANERO;GIANLUIGI;No;BORGIO VEREZZI;SV;Si;18/05/2023
02423090030;82325;ALKIMIYA  Associazione di Promozione Sociale ed Ente del Terzo Settore;ASSOCIAZIONI DI PROMOZIONE SOCIALE;SCOLARI;LORENA;No;BELLINZAGO NOVARESE;NO;No;25/11/2022
03363460928;15689;ALKJMILLA SOCIETA' COOPERATIVA SOCIALE;IMPRESE SOCIALI;YOUSFI;ABDELMALEK;No;SENORBI';SU;No;21/03/2022
92045900211;73699;ALKOHOL UND SOZIALES EO;ORGANIZZAZIONI DI VOLONTARIATO;STOCKNER;PETER;No;BRESSANONE;BZ;No;07/11/2022
90024370695;133033;ALKYMIA;ASSOCIAZIONI DI PROMOZIONE SOCIALE;CERICOLA;TIZIANO;No;PAGLIETA;CH;No;04/01/2023
90038610094;83156;ALL ABOUT APPLE ODV;ORGANIZZAZIONI DI VOLONTARIATO;FERRARO;ALESSIO;No;SAVONA;SV;Si;16/02/2023
03961960121;116765;ALLA CRI...CA' COOPERATIVA SOCIALE;IMPRESE SOCIALI;SOFFIANTINI;MARIA CRISTINA;No;CUVEGLIO;VA;No;01/06/2023
05199210286;20167;ALLA CROCE 1796 SOCIETA' AGRICOLA IMPRESA SOCIALE S.R.L.;IMPRESE SOCIALI;BIASETTO;DAVIDE;No;TEOLO;PD;No;21/03/2022
91022040397;3364;ALLA DERIVA ODV;ORGANIZZAZIONI DI VOLONTARIATO;ANTONELLINI;CRISTIANA;No;LUGO;RA;No;02/05/2022
95202570636;38423;ALLA FOCE DEL SEBETO APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;GEIROLA;SILVANA;No;NAPOLI;NA;No;15/09/2022
92202930340;129187;AL LAGHETTO A.P.S. A.S.D.;ASSOCIAZIONI DI PROMOZIONE SOCIALE;FERRARI;GIUSEPPE;No;PARMA;PR;Si;30/01/2024
92066160679;129278;ALLAMANI' APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;POMILIO;PINA;No;ARSITA;TE;Si;20/09/2024
98196710176;121050;ALLA PORZIUNCOLA ENTE DEL TERZO SETTORE;ALTRI ENTI DEL TERZO SETTORE;AMISANO;GIOVANNI;No;BRESCIA;BS;No;04/09/2023
91049020083;82655;ALLA RADICE DELLA VITA APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;DALPIAZ;ALBERTO;No;IMPERIA;IM;No;28/11/2022
94232500366;152675;ALLARGATE IL CERCHIO APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;MESSORE;MAURIZIO;No;CASTELFRANCO EMILIA;MO;Si;21/05/2025
91180220401;28837;ALLA SCOPERTA DEI TESORI DELLA VALCONCA A.P.S.;ASSOCIAZIONI DI PROMOZIONE SOCIALE;MORRI;MAIKOL;No;MONTEFIORE CONCA;RN;Si;12/05/2023
92066150670;132422;ALLA SCOPERTA DEI TESORI NASCOSTI DI TERAMO ENTE DEL TERZO SETTORE;ALTRI ENTI DEL TERZO SETTORE;GRAMENZI;MARIA PIA;No;TERAMO;TE;Si;16/04/2024
94033520183;106555;Allattamento e dintorni APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;COCCHETTI;LAURA;No;CASSOLNOVO;PV;Si;17/03/2023
94190640360;41333;ALLATTIAMO MAMME 0-12 - ODV;ORGANIZZAZIONI DI VOLONTARIATO;BRIGHETTI;LAURA;No;SAN CESARIO SUL PANARO;MO;Si;27/07/2022
04393780269;97518;ALLA VECCHIA DOGANA APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;GIURIAN;MARIA CONSUELO;No;CESSALTO;TV;No;26/01/2023
01043810140;85131;ALL BLACKS - VECCHIE GLORIE ASD - APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;PORTA;CRISTIAN;No;MORBEGNO;SO;Si;11/05/2023
97716010588;108714;ALL COPS ARE HEROES - A.C.A.H.;ASSOCIAZIONI DI PROMOZIONE SOCIALE;RUSSO;FRANCESCO PAOLO;No;ROMA;RM;Si;31/03/2023
90057210479;67474;ALLEANZA BENI COMUNI ODV;ORGANIZZAZIONI DI VOLONTARIATO;CROCINI;ROSANNA;No;PISTOIA;PT;No;07/11/2022
92059610151;153854;ALLEANZA CASA RESCALDA ASSOCIAZIONE DI PROMOZIONE SOCIALE;ASSOCIAZIONI DI PROMOZIONE SOCIALE;FRANCHI;MARIA ANGELA;No;RESCALDINA;MI;No;21/05/2025
97340740824;149740;ALLEANZA CRISTIANA POPOLARE ODV;ORGANIZZAZIONI DI VOLONTARIATO;LO CONTE;FRANCESCO PAOLO;No;PALERMO;PA;Si;25/03/2025
92081550391;112640;ALLEANZA DELLE ASSOCIAZIONI DEI TUNISINI D'ITALIA;ASSOCIAZIONI DI PROMOZIONE SOCIALE;MECHERGUI;RIDHA;No;ROMA;RM;Si;09/05/2023
92120290926;105380;ALLEANZA DI MISERICORDIA ODV;ORGANIZZAZIONI DI VOLONTARIATO;PONTICELLI;RENATO;No;QUARTU SANT'ELENA;CA;Si;09/03/2023
97893090585;143313;ALLEANZA ITALIANA PER LO SVILUPPO SOSTENIBILE - ETS;ALTRI ENTI DEL TERZO SETTORE;MALLEN;MARCELLA;No;ROMA;RM;Si;06/11/2024
93059750690;100586;ALLEANZA MARIANA - AL.MA ODV;ORGANIZZAZIONI DI VOLONTARIATO;BENIGNI;DAVIDE MAURO;No;CHIETI;CH;Si;10/02/2023
90013600540;109698;ALLEANZA PER IL CLIMA ITALIA;ALTRI ENTI DEL TERZO SETTORE;GUERRIERI;MARIA;No;CITTA' DI CASTELLO;PG;No;07/06/2023
98029990177;71761;ALLEANZA PER LA SALUTE MENTALE;ORGANIZZAZIONI DI VOLONTARIATO;COLOSINI;CARLO;No;BRESCIA;BS;Si;07/11/2022
90010890177;85872;ALLEANZA PER LA SALUTE MENTALE DI VALLECAMONICA (ODV - ORGANIZZAZIONE DI VOLONTARIATO);ORGANIZZAZIONI DI VOLONTARIATO;MONCHIERI;GIACOMINA;No;BIENNO;BS;Si;07/11/2022
90017670820;151160;ALLEANZA SOCIALE A.P.S.;ASSOCIAZIONI DI PROMOZIONE SOCIALE;GRECO;SALVATORE;No;FICARAZZI;PA;Si;06/05/2025
96581330584;160184;ALLEATI CON TE APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;ACQUESTA;CATIA;No;ROMA;RM;Si;25/11/2025
93028990583;111239;ALLEGRA BRIGATA APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;LULLI;PIERPOERIO;No;PALESTRINA;RM;Si;01/09/2023
93380800727;143395;ALLEGRA BRIGATA APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;MORGA;PAOLO;No;MONOPOLI;BA;No;17/10/2024
92098720607;159117;ALLEGRA BRIGATA APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;PISTOLESI;DIEGO;No;MOROLO;FR;No;07/10/2025
91030340284;65666;ALLEGRA BRIGATA DEGHEJO ASSOCIAZIONE PROMOZIONE SOCIALE;ASSOCIAZIONI DI PROMOZIONE SOCIALE;PEROSIN;LISA;No;POZZONOVO;PD;Si;07/11/2022
03551460714;16508;ALLEGRA BRIGATA SOCIETA' COOPERATIVA SOCIALE;IMPRESE SOCIALI;D'ARCANGELO;ANNAMARIA;No;FOGGIA;FG;No;21/03/2022
02440390686;159860;ALLEGRA COMBRICCOLA APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;D'ALESSANDRI;SABRINA;No;PESCARA;PE;No;19/11/2025
05326960282;82744;ALLEGRA COMBRICCOLA CANINA ASD/APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;ALIHODZIC;SABINA;No;RUBANO;PD;Si;30/06/2023
94558040013;62992;ALLEGRA COMPAGNIA MR. BROWN APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;SCUDELLARO;FABIO;No;BURIASCO;TO;No;28/10/2022
90071640503;121338;ALLEGRA FATTORIA APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;BONO;GIONNI;No;MONTESCUDAIO;PI;No;12/09/2023
90284970739;143039;ALLEGRALLEGRI APS  UN SORRISO PER TUTTI;ASSOCIAZIONI DI PROMOZIONE SOCIALE;TANGREDI;SABRINA;No;TARANTO;TA;No;18/09/2024
92083370806;1699;ALLEGRA-MENTE ODV;ORGANIZZAZIONI DI VOLONTARIATO;CARA;MARIA;No;REGGIO DI CALABRIA;RC;Si;22/04/2022
93056300812;74061;ALLEGRIA ODV ONLUS;ORGANIZZAZIONI DI VOLONTARIATO;AMATO;PAOLA;No;CALATAFIMI-SEGESTA;TP;Si;07/11/2022
07463850961;22345;ALLEGRO MODERATO SOCIETA' COOPERATIVA SOCIALE A RESPONSABILITA' L ITATA - ONLUS;IMPRESE SOCIALI;SCIAMMARELLA;MARCO;No;MILANO;MI;Si;21/03/2022
06682150823;110581;ALLEGRO MONDO COOPERATIVA SOCIALE;IMPRESE SOCIALI;;;No;CARINI;PA;No;13/04/2023
95047570585;59806;ALLENAMENTE ASSOCIAZIONE DI PROMOZIONE SOCIALE;ASSOCIAZIONI DI PROMOZIONE SOCIALE;SPINA;CARLA;No;COLLEFERRO;RM;No;21/05/2024
06476630485;21548;ALLENAMENTE COOPERATIVA SOCIALE;IMPRESE SOCIALI;CARPITELLI;ADELE;No;FIRENZE;FI;No;21/03/2022
03906500248;17762;ALLENAMENTE COOPERATIVA SOCIALE - SOCIETA' IN LIQUIDAZIONE;IMPRESE SOCIALI;TOGNANA;MARCO;No;VICENZA;VI;No;21/03/2022
01815690662;8151;ALLENAMENTE SOCIETA' COOPERATIVA SOCIALE;IMPRESE SOCIALI;NARDECCHIA;MARCO;No;L'AQUILA;AQ;No;21/03/2022
93536640720;85342;ALLENATORE DEI SOGNI APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;DI LEONE;MICHELE;No;CASTELLANA GROTTE;BA;Si;09/02/2023
94092060014;154562;ALL ENERGY COMMUNITY - COMUNITA' ENERGETICA RINNOVABILE ETS;ALTRI ENTI DEL TERZO SETTORE;BETTI;RICCARDO;No;MONCALIERI;TO;No;09/06/2025
95214980104;37251;ALLE ORTICHE APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;DE BIASI;ELEONORA;No;GENOVA;GE;Si;29/06/2022
13037360016;143203;ALLE PORTE DEI SOGNI APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;VICTORES;GABRIEL;No;TORINO;TO;Si;09/10/2024
90076400580;101603;ALLE PORTE DEL TEMPO APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;COLLACCHI;LUIGI;No;NEMI;RM;No;14/02/2023
03113380301;133394;ALLE QUATTRO FONTANE APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;DI BERNARDO;DINO;No;MOGGIO UDINESE;UD;No;22/04/2024
94082550305;32880;ALLERGIE E PNEUMOPATIE INFANTILI ALPI ODV;ORGANIZZAZIONI DI VOLONTARIATO;CANCIANI;MARIO CANCIANO;No;UDINE;UD;Si;31/05/2022
92049550392;88485;ALLERGIE...ODV;ORGANIZZAZIONI DI VOLONTARIATO;BERTONI;MAURIZIO;No;RAVENNA;RA;Si;19/12/2022
95351660634;166658;ALLERT COMEDY ETS;ALTRI ENTI DEL TERZO SETTORE;COMUNALE;VINCENZO;No;SAN GIORGIO A CREMANO;NA;Si;13/03/2026
03061990929;14581;ALLE SORGENTI PROGETTO A - SOCIETA' COOPERATIVA SOCIALE;IMPRESE SOCIALI;NANNIZZI;RITA;No;VILLACIDRO;SU;Si;21/03/2022
93079680711;121871;ALLEVATORI SANNICANDRESI E TRADIZIONI - APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;FACCHINO;ANTONIO;No;SAN NICANDRO GARGANICO;FG;No;26/09/2023
90030690953;97742;ALLEVIARE LA POVERTA' - ALPO ODV;ORGANIZZAZIONI DI VOLONTARIATO;CADELANO;MARIA ROSARIA;No;CAGLIARI;CA;Si;23/01/2023
10258880961;23821;ALL FAMILY CARE COOPERATIVA SOCIALE A RESPONSABILITA' LIMITATA IN LIQUIDAZIONE;IMPRESE SOCIALI;;;No;CERNUSCO SUL NAVIGLIO;MI;No;21/03/2022
92268580286;33752;ALL FOR LIFE ODV;ORGANIZZAZIONI DI VOLONTARIATO;PILOTTO;LARA;No;CANDIANA;PD;Si;02/03/2023
03393960731;128681;ALL FORMAZIONE SOCIETA' COOPERATIVA SOCIALE ETS;IMPRESE SOCIALI;BERARDI;FRANCA MARIA;No;TARANTO;TA;No;13/12/2023
97847170012;64094;ALL GAMES 2.0 ASSOCIAZIONE SPORTIVA DILETTANTISTICA - APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;DI BLASI;MAURO;No;TORINO;TO;No;28/10/2022
97887050587;100543;ALLIANCE FOR AFRICA ASSISTANCE ITALY ETS;ALTRI ENTI DEL TERZO SETTORE;LAM;ALICE LAWIL;No;ROMA;RM;Si;23/06/2023
94338730487;153321;ALLIANCE FOR CRITICAL THINKING ODV;ORGANIZZAZIONI DI VOLONTARIATO;PROSPERI;MATTIA;No;BAGNO A RIPOLI;FI;No;14/07/2025
96037610043;37142;ALLIANCE FOR LUNG CANCER ADVOCACY SUPPORT AND EDUCATION- ITALIAN CHAPTER ODV - ALCASE ITALIA ODV;ORGANIZZAZIONI DI VOLONTARIATO;LOCOCO;FILIPPO;No;CUNEO;CN;Si;27/06/2022
02193600646;77706;ALLIANCE FRANCAISE - A.C.I.F. VICTOR HUGO APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;BARILE;LUCIANA;No;AVELLINO;AV;Si;07/11/2022
91004630074;108443;ALLIANCE FRANCAISE DE LA VALLEE D'AOSTE - APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;VALETON;CHRISTINE;No;AOSTA;AO;No;28/03/2023
01122030370;34704;ALLIANCE FRANCAISE DI BOLOGNA APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;LOPES;VIRGINIE;No;BOLOGNA;BO;Si;15/06/2022
02859090272;101417;ALLIANCE FRANCAISE DI VENEZIA ETS;ALTRI ENTI DEL TERZO SETTORE;PANHARD;ROBERT;No;VENEZIA;VE;Si;26/03/2024
91098500407;98690;ALLIANCE FRANCAISE RIMINI - ASSOCIAZIONE DI PROMOZIONE SOCIALE;ASSOCIAZIONI DI PROMOZIONE SOCIALE;FANCHI;CARLA LUISA ALFREDA;No;RIMINI;RN;Si;17/10/2024
91103690599;1993;ALLIANCE FRANCAISE SUD LATIUM APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;VALENZA;HECTOR;No;LATINA;LT;No;24/05/2022
91047980908;104793;ALLIANCE OF GUARDIAN ANGELS ITALIA INC. ODV;ORGANIZZAZIONI DI VOLONTARIATO;SERRA;ALESSANDRO;No;OLBIA;SS;No;06/03/2023
94079190016;154579;ALLIANCE OF GUARDIAN ANGELS TORINO ODV;ORGANIZZAZIONI DI VOLONTARIATO;LA TORRE;ANGELO;No;NICHELINO;TO;Si;05/06/2025
02765980590;13188;ALLIANCE SOCIETA' COOPERATIVA SOCIALE IN LIQUIDAZIONE;IMPRESE SOCIALI;CORNACCHIA;SIMONE;No;LATINA;LT;No;21/03/2022
94103880483;137267;ALLIBRATORI APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;MICALI;MARGHERITA;No;FIRENZE;FI;Si;23/09/2024
02003660665;8997;ALL IN ONE SOCIETA' COOPERATIVA;IMPRESE SOCIALI;FINUCCI;DINO;No;CELANO;AQ;No;21/03/2022
01952220356;8759;ALL MOBILITY -  SOCIETA' COOPERATIVA SOCIALE;IMPRESE SOCIALI;CASSINADRI;MAURIZIO;No;REGGIO EMILIA;RE;No;21/03/2022
04263000483;106776;ALL MUSIC! APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;SPADA;STEFANO;No;FIRENZE;FI;Si;07/06/2023
94209950362;36172;ALLOGGIAMO APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;FERRI;SIMONA;No;MODENA;MO;No;15/06/2022
93137120619;148916;ALL'OMBRA DEL BAOBAB APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;RICCA;TERESA;No;SPARANISE;CE;Si;25/03/2025
94052020305;38896;ALL'OMBRA DEL CAMPANILE APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;VENIER;MASSIMILIANO;No;PASIAN DI PRATO;UD;Si;13/07/2022
95336540638;146990;ALL'OMBRA DEL CERVO DI RODI APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;STORNAIOLO;COSIMO;No;ERCOLANO;NA;Si;11/02/2025
97669600153;99317;ALLONS ENFANTS! ORGANIZZAZIONE DI VOLONTARIATO;ORGANIZZAZIONI DI VOLONTARIATO;ORIZZONTE;ALICE;No;MILANO;MI;Si;02/02/2023
91090060681;133029;ALLOPNGE' A.S.D.;ASSOCIAZIONI DI PROMOZIONE SOCIALE;ELEUTERIO;GIANNELLA;No;MONTESILVANO;PE;No;04/01/2023
92079840218;148568;ALLRIDE VFG;ASSOCIAZIONI DI PROMOZIONE SOCIALE;KRONBICHLER;MATHILDE;No;BRUNICO;BZ;Si;21/01/2025
02507950067;11526;ALL SERVICE SOCIETA' COOPERATIVA SOCIALE;IMPRESE SOCIALI;FIRPO;ANDREA;No;ALESSANDRIA;AL;No;21/03/2022
01915420671;8589;ALL SERVICES SOCIETA' COOPERATIVA SOCIALE A R.L.;IMPRESE SOCIALI;SCIARRA;ESTER;No;ALBA ADRIATICA;TE;No;21/03/2022
01128460571;5001;ALL SERVICES SOCIETA' COOPERATIVA SOCIALE IN LIQUIDAZIONE;IMPRESE SOCIALI;IMPERATORI;MATTEO;No;BELMONTE IN SABINA;RI;No;21/03/2022
02114100999;9468;ALL SOCIETA' COOPERATIVA;IMPRESE SOCIALI;BITEYE;CHEIKH TIDIANE;No;GENOVA;GE;No;21/03/2022
90010640846;113858;ALL SPORT CANICATTI' ASSOCIAZIONE SPORTIVA DILETTANTISTICA E DI PROMOZIONE SOCIALE;ASSOCIAZIONI DI PROMOZIONE SOCIALE;LEONE;CALOGERO;No;CANICATTI';AG;Si;04/07/2023
92067230513;47871;ALL STARS AREZZO SOCIAL A.P.S.;ASSOCIAZIONI DI PROMOZIONE SOCIALE;LUCATTINI;PAOLO;No;AREZZO;AR;No;12/09/2022
92039760514;131150;ALL STARS AREZZO SPORT ASD APS ASSOCIAZIONE SPORTIVA DILETTANTISTICA DI PROMOZIONE SOCIALE;ASSOCIAZIONI DI PROMOZIONE SOCIALE;DEL TONGO;CLAUDIA;No;AREZZO;AR;Si;15/05/2024
02996690646;27722;ALL THE SERVICE COOPERATIVA SOCIALE ONLUS;IMPRESE SOCIALI;RUBINO;VINCENZO;No;FONTANAROSA;AV;No;06/04/2022
90084370403;135504;ALL TOGETHER CHARITY APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;ANTOLINI;RAFFAELE;No;CESENA;FC;Si;22/05/2024
01121360950;4976;ALL TOGETHER SOCIETA' SPORTIVA DILETTANTISTICA A R.L.;IMPRESE SOCIALI;ZUCCA;MICHELE;No;ORISTANO;OR;Si;21/03/2022
